sector_name,sector_link,title,link
,,"Police Commissioners Office, Surat, Gujarat",https://www.cpsurat.gujarat.gov.in
,,"Police Commissioners Office, Vadodara, Gujarat",https://www.cpvadodara.gujarat.gov.in
,,"Police Complaints Authority (PCA), Delhi",https://pca.delhi.gov.in
,,"Police Department, Ambala District, Haryana",https://ambala.haryanapolice.gov.in
,,"Police Department, Bhiwani District, Haryana",https://bhiwani.haryanapolice.gov.in
,,"Police Department, Delhi",https://delhipolice.gov.in
,,"Police Department, Faridabad District, Haryana",https://faridabad.haryanapolice.gov.in
,,"Police Department, Fatehabad District, Haryana",https://fatehabad.haryanapolice.gov.in
,,"Police Department, Gurugram District, Haryana",https://gurgaon.haryanapolice.gov.in
,,"Police Department, Hisar District, Haryana",https://hisar.haryanapolice.gov.in
,,"Police Department, Jhajjar District, Haryana",https://jhajjar.haryanapolice.gov.in
,,"Police Department, Jind District, Haryana",https://jind.haryanapolice.gov.in
,,"Police Department, Kaithal District, Haryana",https://kaithal.haryanapolice.gov.in
,,"Police Department, Karnal District, Haryana",https://karnal.haryanapolice.gov.in
,,"Police Department, Mahendergarh District, Haryana",https://narnaul.haryanapolice.gov.in
,,"Police Department, Palwal District, Haryana",https://palwal.haryanapolice.gov.in
,,"Police Department, Panchkula District, Haryana",https://panchkula.haryanapolice.gov.in
,,"Police Department, Panipat District, Haryana",https://panipat.haryanapolice.gov.in
,,"Police Department, Rewari District, Haryana",https://rewari.haryanapolice.gov.in
,,"Police Department, Rohtak District, Haryana",https://rohtak.haryanapolice.gov.in
,,"Police Department, Sirsa District, Haryana",https://sirsa.haryanapolice.gov.in
,,"Police Department, Sonipat District, Haryana",https://sonipat.haryanapolice.gov.in
,,"Police Department, Yamunanagar District, Haryana",https://yamunanagar.haryanapolice.gov.in
,,"Police Training College (PTC), Sunaria, Rohtak, Haryana",https://ptcsunaria.haryanapolice.gov.in
,,"Porbandar District Police Office, Gujarat",https://spporbandar.gujarat.gov.in
,,"Prakasam District Police, Andhra Pradesh",https://prakasampolice.ap.gov.in
,,"Prison Department, Tamil Nadu",https://prisons.tn.gov.in
,,"Prison, Arunachal Pradesh",https://arunprisons.nic.in
,,"Prisons Department, Telangana",https://tsprisons.gov.in
,,"Prosecution Department, Rajasthan",https://prosecution.rajasthan.gov.in
,,"Pune Rural Police, Maharashtra",https://puneruralpolice.gov.in
,,"Purba Medinipur District Police, West Bengal",https://www.purbamedinipurpolice.gov.in
,,"Rachakonda Police Commissionerate, Telangana",https://rachakondapolice.telangana.gov.in
,,"Raigad Police, Maharashtra",https://raigadpolice.gov.in
,,"Rajas than Police Academy, Rajasthan",https://rpa.rajasthan.gov.in
,,"Rajasthan Frontier, Border Security Force (BSF)",https://www.bsf.gov.in/@frontierrajasthan_hi
,,"Rajkot District Police Office, Gujarat",https://sprajkot.gujarat.gov.in
,,"Ratnagiri Police, Maharashtra",https://ratnagiripolice.co.in
,,"Recruit Training Centre Bhondsi (Gurugram), Haryana",https://rtcbhondsi.haryanapolice.gov.in
,,Rehabilitation Council of India (RCI),https://rehabcouncil.nic.in
,,SAARC Disaster Management Centre (SDMC),https://saarc-sdmc.org
,,"SHE TEAM - Hyderabad City Police, Telangana",https://sheteamhydpolice.telangana.gov.in
,,"Sabarkantha District Police Office, Gujarat",https://spsabarkantha.gujarat.gov.in
,,"Sainik Welfare Department, Puducherry",https://sainik.py.gov.in
,,Sardar Vallabhbhai Patel National Police Academy,https://www.svpnpa.gov.in
,,"Scheduled Castes Component, Andhra Pradesh",https://scsp.apcfss.in
,,"Sikkim Vigilance Police, Sikkim",https://sikkim-vigilance.gov.in
,,"Sri Muktsar Sahib Police, Punjab",https://srimuktsarsahib.punjabpolice.gov.in
,,"Srinagar Frontier, Border Security Force (BSF)",https://bsf.gov.in/@frontierkashmir
,,"State Disaster Response and Fire Services Department, Telangana",https://fire.telangana.gov.in
,,"State Forensic Science Laboratory, Himachal Pradesh",https://himachal.nic.in/index.php?lang=1&dpt_id=174
,,Surat District Police Office,https://spsurat.gujarat.gov.in
,,"Surendranagar District Police Office, Gujarat",https://spsurendranagar.gujarat.gov.in
,,"Telangana State Police Academy, Telangana",https://tspa.gov.in
,,Telangana State Police Department,https://www.tspolice.gov.in
,,"Thane Rural Police, Maharashtra",https://thaneruralpolice.gov.in
,,"Thiruvananthapuram City Police, Kerala",https://tvmcity.keralapolice.gov.in
,,"Thrissur Rural Police, Kerala",https://thrissurrural.keralapolice.gov.in
,,Town Official Language Implementation Committee,https://narakas.rajbhasha.gov.in
,,"UP Police, Uttar Pradesh",https://uppolice.gov.in
,,"Uttar Pradesh Fire and Emergency Services, Uttar Pradesh",https://upfireservice.gov.in
,,"Vadodara District Police Office, Gujarat",https://spvadodara.gujarat.gov.in
,,"Valsad District Police Office, Gujarat",https://spvalsad.gujarat.gov.in
,,"Vigilance & Anti Corruption, Assam",https://dgvigilance.assam.gov.in
,,"Visakhapatnam City Police, Andhra Pradesh",https://vizagcitypolice.gov.in
,,"Wardha Police, Maharashtra",https://wardhapolice.co.in
,,"Washim Police, Maharashtra",https://washimpolice.gov.in
,,"Wayanad District Police, Kerala",https://wayanad.keralapolice.gov.in
,,"West Bengal Police, West Bengal",https://wbpolice.gov.in
Housing_Urban_Development,https://igod.gov.in/sector/DBNsIHQBsvhI6u6Q3tju/organizations,,
,,AAINA-Dashboard for cities,https://aaina.gov.in
,,"AWAS ??Housing Board Computerization, Chhattisgarh",https://cghb.cg.nic.in
,,Assam Urban Infrastructure Investment Program (AUIIP),https://auiip.nic.in
,,"Automatic Allotment of Government Accommodation, Andaman & Nicobar Islands",https://aaga.andaman.gov.in
,,"BHULEKH - Land Records Computerization, Uttrakhand",https://bhulekh.uk.gov.in
,,"Bangalore Metropolitan Task Force, Karnataka",https://bmtf.gov.in
,,"Bhubaneswar Smart City Limited, Odisha",https://www.smartcitybhubaneswar.gov.in
,,Building Materials and Technology Promotion Council (BMTPC),https://www.bmtpc.org
,,Building Related Information and Knowledge System (BRIKS),https://briks.gov.in
,,CPWD Sewa - Central Public Works Department (CPWD),https://cpwdsewa.gov.in
,,Central Government Employees Welfare Housing Organisation (CGEWHO),https://www.cgewho.in
,,Central Public Health and Environmental Engineering Organisation (CPHEEO),https://cpheeo.gov.in
,,Central Public Works Department (CPWD),https://cpwd.gov.in
,,Central Vista Project,https://centralvista.gov.in
,,City Finance,https://cityfinance.in
,,"Commissioner and Director of Municipal Administration, Telangana",https://emunicipal.telangana.gov.in
,,"Commissioner of Municipalities Administration, Urban Development & Urban Housing Department, Gujarat",https://communi.gujarat.gov.in
,,Deendayal Antyodaya Yojana,https://nulm.gov.in
,,Delhi Urban Art Commission (DUAC),https://www.duac.org.in
,,"Department of Architecture, Haryana",https://architecturehry.gov.in
,,"Directorate of Boilers, Tamil Nadu",https://www.boilers.tn.gov.in
,,Directorate of Estates,https://esampada.mohua.gov.in
,,"Directorate of Estates, Madhya Pradesh",https://sampada.mp.gov.in
,,"Directorate of Municipal Administration, Assam",https://dma.assam.gov.in
,,"Directorate of Town and Country Planning, Andhra Pradesh",https://portal.apdpms.ap.gov.in
,,"Directorate of Town and Country Planning, Madhya Pradesh",https://mptownplan.gov.in
,,"Directorate of Urban Transport, Uttar Pradesh",https://uputd.gov.in
,,"Environment Protection in Government Colonies, Directorate of Estates",https://epgc.gov.in
,,Global Housing Technology Challenge (GHTC),https://ghtc-india.gov.in
,,"Government of India Stationery Office, Kolkata",https://giso.gov.in
,,"Gujarat Real Estate Regulatory Authority, Gujarat",https://gujrera.gujarat.gov.in
,,"Gujarat Social Infrastructure Development Society, General Administration Department (Planning), Gujarat",https://gujhd.gujarat.gov.in
,,"Haldia Development Authority (HDA), West Bengal",https://www.hda.gov.in
,,"Haryana Real Estate Regulatory Authority (HRERA), Haryana",https://haryanarera.gov.in
,,"Housing & Urban Development Department, Jammu & Kashmir",https://jkhudd.gov.in
,,Housing and Urban Development Corporation Limited (HUDCO),https://hudco.org.in
,,"Jal Shakti Vibhag, Himachal Pradesh",https://iph.hp.nic.in
,,"Kerala Real Estate Regulatory Authority (E-RERA), Kerala",https://rera.kerala.gov.in
,,"Kolkata Metropolitan Development Authority, West Bengal",https://kmda.wb.gov.in
,,Land and Development Office,https://ldo.gov.in
,,"Land and Land Reform & Refugee Relief and Rehabilitation Department, West Bengal",https://banglarbhumi.gov.in
,,"Maharashtra Housing and Area Development Authority (MHADA), Maharashtra",https://www.mhada.gov.in
,,"Meghalaya Urban Development Agency (MUDA), Meghalaya",https://mudashillong.gov.in
,,"Mission for Elimination of Poverty in Municipal Areas, Telangana",https://tmepma.cgg.gov.in
,,"Moradabad Development Authority, Uttar Pradesh",https://mdamoradabad.up.gov.in
,,"Nagar Vikas Vibag, Maharashtra",https://urban.maharashtra.gov.in
,,National Buildings Organisation,https://nbo.gov.in
,,National Capital Region Planning Board (NCRPB),https://ncrpb.nic.in
,,National Cooperative Housing Federation of India (NCHFI),https://www.nchfindia.net
,,National Institute of Urban Affairs (NIUA),https://niua.in
,,National Projects Construction Corporation Limited (NPCC),https://npcc.gov.in
,,National Real Estate Development Council,https://naredco.in
,,National Rural Infrastructure Development Agency (NRIDA),https://pmgsy.nic.in
,,"Nava Raipur Atal Nagar Vikas Pradhikaran, Chhattisgarh",https://navaraipuratalnagar.com
,,"New Town Kolkata Development Authority, West Bengal",https://www.nkdamar.org
,,"Odisha Real Estate Appellate Tribunal (OREAT), Odisha",https://oreat.nic.in
,,"Online Building Plan Approval System, Haryana",https://haryanabpas.gov.in
,,"PHMED - Public Health and Municipal Engineering Department , Andhra pradesh",https://www.appublichealth.gov.in
,,Portal for Analytical Regional Information and Mapping of NCR (PARIMAN),https://ncrpbgis.nic.in/NCR/index/index.html
,,"Portal of Tribal Welfare Department, Andhra Pradesh",https://aptribes.ap.gov.in
,,"Povertiy Eradication Mission (Kudumbashree), Kerala",https://www.kudumbashree.org
,,Pradhan Mantri Awas Yojana (Urban),https://pmay-urban.gov.in
,,Pradhan Mantri Awas Yojana (Urban)-MIS Portal,https://pmaymis.gov.in
,,Pradhan Mantri Awas Yojana-Urban : CLSS Awas Portal (CLAP),https://pmayuclap.gov.in
,,"Public Health & Municipal Engineering Department (PHMED), Telangana",https://publichealth.telangana.gov.in
,,"Public Health Engineering Organisation (PHEO), Odisha",https://www.pheoodisha.gov.in
,,"Public Works Department (B&R), Haryana",https://awas.haryanapwd.gov.in
,,"Rajasthan Real Estate Regulatory Authority, Rajasthan",https://rera.rajasthan.gov.in
,,"Real Estate Regulatory Authority (RERA), Delhi",https://rera.delhi.gov.in
,,"Real Estate Regulatory Authority (RERA), Uttar Pradesh",https://up-rera.in/index
,,"Real Estate Regulatory Authority, Goa",https://rera.goa.gov.in/reraApp
,,"Real Estate Regulatory Authority, Madhya Pradesh",https://rera.mp.gov.in
,,"Rural Housing, Odisha",https://rhodisha.gov.in
,,"Settlement Commissioner and Director of Land Records, Gujarat",https://landrecords.gujarat.gov.in
,,Smart Cities Mission,https://smartcities.gov.in
,,"Special Area Development Project for Kalahandi, Bolangir and Koraput (KBK), Odisha",https://kbk.nic.in
,,"Srinagar Development Authority, Jammu and Kashmir",https://sdasrinagar.jk.gov.in
,,"State Investment and Project Management and Implementation Unit (SIPMIU), Shillong, Megalaya",https://sipmiu.nic.in
,,Swachh Bharat Mission-Urban,https://sbmurban.org
,,Swachhata Hi Seva,https://swachhatahiseva.gov.in
,,"Tamil Nadu Institute of Urban Studies (TNIUS), Coimbatore, Tamil Nadu",https://www.tniuscbe.org
,,"Tamil Nadu Institute of Urban Studies, Tamil Nadu",https://www.tnius.org
,,"Tamil Nadu Real Estate Regulatory Authority (TNRERA), Tamil Nadu",https://rera.tn.gov.in
,,"Tamil Nadu Regulation of Rights and Responsibilities of Landlords and Tenants Act-2017, Tamil Nadu",https://www.tenancy.tn.gov.in
,,"Town Planning Department, Kerala",https://townplanning.kerala.gov.in
,,"Town Planning Department, Rajasthan",https://urban.rajasthan.gov.in/townplanning
,,"Town and Country Planning Department, Uttar Pradesh",https://uptownplanning.gov.in
,,"UP Housing and Development Board, Uttar Pradesh",https://upavp.in
,,Unified Portal for Licensing of Eating/Lodging & Boarding Establishments in Delhi,https://delehlhlic.mha.gov.in
,,"Urban Development & Municipal Affairs Department, West Bengal",https://www.wburbanservices.gov.in
,,"Urban Development Directorate, Uttarakhand",https://udd.uk.gov.in
,,Waste to Wealth,https://www.wastetowealth.gov.in
,,Web Based Project Monitoring System - Central Public Works Department (CPWD),https://cpwdpms.gov.in
,,"e-Awas - Accommodations Management System Administration, Chandigarh",https://eawas.chd.gov.in
,,"e-Awas Accommodation Management System, Punjab",https://eawas.punjab.gov.in
,,"e-Bhawan, Odisha",https://bhawan.homeodisha.gov.in
,,"e-Nagar Palika, Madhya Pradesh",https://www.mpenagarpalika.gov.in
,,"e-SahakaraSeva, ??elangana",https://esahakaraseva.telangana.gov.in
Information_Broadcasting,https://igod.gov.in/sector/EBNsIHQBsvhI6u6Q3tju/organizations,,
,,"Archives and Historical Research, Tamil Nadu",https://www.tnarchives.tn.gov.in
,,Bharat6G Alliance,https://bharat6galliance.com
,,Broadcast Seva Portal,https://new.broadcastseva.gov.in
,,Broadcasting Engineering Corporation of India Limited (BECIL),https://www.becil.com
,,"Central Board of Film Certification (CBFC), Mumbai",https://www.cbfcindia.gov.in
,,"Centre for Development of Imaging Technology (C-DIT), Kerala",https://cdit.org
,,Centre for Materials for Electronics Technology (C-MET),https://cmet.gov.in
,,Children's Film Society,https://cfsindia.org
,,"Commissionerate of Entertainment Tax, Gujarat",https://commercialtax.gujarat.gov.in
,,Contractor Online Registration Monitoring Sysytem - Central Public Works Department (CPWD),https://cpwdpims.nic.in/CEMS_2021
,,Dak-Karmayogi,https://dakkarmayogi.gov.in
,,Delhi Police Licensing,https://licensing.delhipolice.gov.in
,,"Directorate of Economics and Statistics, Uttarakhand",https://des.uk.gov.in
,,"Directorate of Information and Public Relations, Assam",https://dipr.assam.gov.in
,,Doordarshan of India News,https://ddnews.gov.in
,,Dynamics 365 Business Central,https://cbcerp.gov.in
,,E-Cinepramaan,https://www.ecinepramaan.gov.in
,,"Egroops - Electronic Governance for Registration of Partnership and Societies, Kerala",https://egroops.kerala.gov.in
,,"Examination Results - Meghalaya Board of School Education, Meghalaya",https://megresults.nic.in
,,"Examination Results, Tamil Nadu",https://tnresults.nic.in
,,"Examination Results, Uttar Pradesh",https://upresults.nic.in
,,"Examination Results, West Bengal",https://wbresults.nic.in
,,"Film Facilitation Office (FFO), National Film Development Corporation",https://ffo.gov.in/en
,,"Film and Television Institute of India, Pune",https://ftii.ac.in
,,Films Division,https://filmsdivision.org
,,GDS Online Engagement,https://indiapostgdsonline.gov.in
,,"Government Order Issue Register, Secretariat, Andhra Pradesh",https://goir.ap.gov.in
,,"Government Orders, Circulars and Gazettes Notifications, Kerala",https://go.lsgkerala.gov.in
,,"Gujarat State Agricultural Universities - Common Admissions, Gujarat",https://gsauca.in
,,"Higher Technical and Medical Education, Rajasthan",https://hte.rajasthan.gov.in
,,Indian Information Service,https://iis.mib.gov.in
,,Information Management System,https://rajbhashaqpr.gov.in
,,"Information and Public Relations Department, Rajasthan",https://dipr.rajasthan.gov.in
,,International Film Festival of India,https://www.iffigoa.org
,,"Janshikayat - Register Grievances online, Status of Grievance, Chhattisgarh",https://janshikayat.cg.nic.in
,,"Karnataka Examination Results, Karnataka",https://karresults.nic.in
,,"Kerala ??Central Inspection System K-CIS, Kerala",https://kcis.kerala.gov.in
,,"Maharashtra Examination 2023 - RESULT, Maharashtra",https://mahresult.nic.in
,,"Motor Vehicles Department, Jammu and Kashmir",https://jaktrans.nic.in
,,National Anti-Ragging Portal by University Grants Commission (UGC),https://www.antiragging.in
,,National Book Trust (NBT),https://www.nbtindia.gov.in
,,National Film Development Corporation (NFDC),https://www.nfdcindia.com
,,New India Samachar,https://newindiasamachar.pib.gov.in
,,News on All India Radio,https://newsonair.gov.in
,,"Odisha Examination Results, Odisha",https://orissaresults.nic.in
,,Office of Registrar of Newspapers for India (RNI),https://rni.nic.in
,,Output Outcome Monitoring Framework,https://oomf.mib.gov.in
,,PM India Webcast,https://pmindiawebcast.nic.in
,,"Panjab University Examination Results, Chandigarh",https://results.puexam.in
,,Performance Dashboard,https://mib.dashboard.nic.in
,,Photo Division of PIB,https://photodivision.gov.in
,,"Prasar Bharati, Broadcasting Corporation of India",https://prasarbharati.gov.in
,,Press Council of India (PCI),https://presscouncil.nic.in
,,Press Information Bureau (PIB),https://pib.gov.in
,,Press Information Bureau Archive,https://archive.pib.gov.in
,,Press Information Bureau Factcheck,https://factcheck.pib.gov.in
,,Press Registrar General of India,https://prgi.gov.in
,,Press Sewa Portal,https://presssewa.prgi.gov.in
,,Publications Division,https://www.publicationsdivision.nic.in
,,"SMS Services, Press Information Bureau (PIB)",https://easynicsms.gov.in
,,Sansad TV,https://webcast.gov.in/lstvlive
,,Satyajit Ray Film and Television Institute,https://srfti.ac.in
,,"Socio Economic Survey 2002-03, Gujarat",https://ses2002.guj.nic.in
,,"State Planning Commission, Uttrakhand",https://spc.uk.gov.in
,,Tea e-Auction,https://www.teaauction.gov.in
,,"Technical Education and Industrial Training Department, Punjab",https://dte.punjab.gov.in
,,Telecommunications Consultants India Limited,https://www.tcil.net.in
,,"Tripura Examination Results, Agartala , Tripura",https://tbresults.tripura.gov.in
,,"Uttarakhand Government Orders / Shasanadesh Portal, Uttarakhand",https://go.uk.gov.in
,,"Vigyapan Portal, Department of Information, Uttar Pradesh",https://upidadv.gov.in
,,"Visveswaraiah Technological University, Belgaum, Karnataka",https://results.vtu.ac.in
,,"e-Despatch, Odisha",https://edodisha.gov.in
,,"e-Filing Services, Registrar of Newspaper for India",https://egov.rni.nic.in
International_Affairs,https://igod.gov.in/sector/FxNsIHQBsvhI6u6Q3tju/organizations,,
,,BRICS INDIA 2021,https://brics2021.gov.in
,,Consular Services Management System,https://madad.gov.in
,,Consulate of India,https://cgilagos.gov.in
,,Foreign Contribution Regulation Act Online Services (FCRA),https://fcraonline.gov.in
,,General Instructions for Registration and Other Services,https://indianfrro.gov.in
,,IRCON International Limited,https://www.ircon.org
,,Indian Citizenship Online,https://indiancitizenshiponline.nic.in
,,Indian Council for Cultural Relations (ICCR),https://www.iccr.gov.in
,,Indian Technical and Economic Cooperation Division (ITEC),https://www.itecgoi.in
,,"Library, Ministry of External Affairs",https://mealib.nic.in
,,Ministry of External Affairs Telephone Directory,https://videshapps.gov.in/videsh
,,"NRI Cell, West Bengal",https://aponbangla.wb.gov.in
,,"NRI Department, Uttar Pradesh",https://nri.up.gov.in
,,National Internet eXchange of India (NIXI),https://nixi.in
,,Online Overseas Citizen Of India Services (OCI),https://ociservices.gov.in
,,Online Portal for Visa Application to India,https://www.indianvisaonline.gov.in
,,"Overseas Indian Department, Madhya Pradesh",https://friendsofmp.gov.in
,,Passport Seva Portal,https://passportindia.gov.in
,,Performance Dashboard of Ministry of External Affairs (MEA),https://meadashboard.gov.in
,,Pravasi Bharatiya Divas (PBD),https://pbdindia.gov.in
,,Protocol Division,https://meaprotocol.nic.in
,,Scholarship Programme for Diaspora Children (SPDC),https://spdcindia.gov.in
,,Suborno Jayanti Scholarships,https://sjsdhaka.gov.in
,,Sushma Swaraj Institute of Foreign Service,https://ssifs.mea.gov.in
Law_Justice,https://igod.gov.in/sector/ExNsIHQBsvhI6u6Q3tju/organizations,,
,,A tour of the Supreme Court of India,https://guidedtour.sci.nic.in
,,Advocate General Punjab,https://advocategeneral.punjab.gov.in
,,"Advocate General, Odisha",https://www.advgenodisha.nic.in
,,Allahabad High Court,https://www.allahabadhighcourt.in
,,Andhra Pradesh High Court,https://aphc.gov.in
,,Andhra Pradesh State Judicial Academy,https://apja.ap.nic.in
,,Andhra Pradesh State Legal Services Authority,https://apslsa.ap.nic.in
,,"Auto Appeal System, Haryana",https://aas.saralharyana.nic.in
,,"Bangalore Mediation Centre, Karnataka",https://nyayadegula.kar.nic.in
,,Bihar Government Servant Grievance Redressal System,https://sevasamadhan.bihar.gov.in
,,Bihar Judicial Academy,https://patnahighcourt.gov.in/bja
,,Bihar Legislative Council,https://biharvidhanparishad.gov.in
,,Bihar State Legal Services Authority,https://patnahighcourt.gov.in/bslsa
,,Bombay High Court,https://bombayhighcourt.nic.in
,,Bombay High Court at Goa,https://hcbombayatgoa.nic.in
,,Calcutta High Court,https://www.calcuttahighcourt.gov.in
,,"Chanakya National Law University, Patna, Bihar",https://cnlu.ac.in
,,Chandigarh State Judicial Academy,https://cja.gov.in
,,Chhattisgarh High Court,https://highcourt.cg.gov.in
,,Chhattisgarh State Legal Services Authority,https://cgslsa.gov.in
,,Computerization and Computer Networking of Consumer Forums in Country (Confonet),https://confonet.nic.in
,,"Court Case Information System, Lucknow",https://courtcases.up.nic.in
,,"Court Case Monitoring System, Chandigarh",https://ccms.chd.gov.in
,,"Court Case Monitoring System, Tamil Nadu",https://www.ccms.tn.gov.in
,,Customs Excise and Service Tax Appellate Tribunal (CESTAT),https://cestat.gov.in
,,Debts Recovery Appellate Tribunal,https://drt.gov.in
,,Delhi High Court,https://delhihighcourt.nic.in
,,Delhi High Court Legal Services Committee,https://www.dhclsc.org
,,Delhi Lokayukta,https://lokayukta.delhi.gov.in
,,Delhi Mediation Centre,https://delhicourts.nic.in/dmc/index.htm
,,Delhi State Judicial Academy (DJA),https://judicialacademy.nic.in
,,Delhi State Legal Services Authority,https://dslsa.org
,,"Department of Laws, Panjab University, Chandigarh",https://laws.puchd.ac.in
,,E-Court Fee Payment,https://pay.ecourts.gov.in
,,"Economic Offences Wing, Madhya Pradesh",https://eow.mp.gov.in
,,"Executive Court Information System, Bihar",https://ecis.bih.nic.in
,,Family Courts of Madhya Pradesh,https://familycourts.mphc.gov.in
,,Gauhati High Court,https://ghconline.gov.in
,,Gauhati High Court Kohima Bench,https://kohimahighcourt.gov.in
,,"Gauhati High Court, Aizawl Bench",https://ghcazlbench.nic.in
,,"Gauhati High Court, Itanagar Permanent Bench, Naharlagun",https://ghcitanagar.gov.in
,,Gujarat High Court,https://gujarathighcourt.nic.in
,,"Gujarat National Law University, Gujarat",https://www.gnlu.ac.in
,,Gujarat State Legal Services Authority,https://gujarathighcourt.nic.in/gslsa
,,"Haryana State Law Commission, Haryana",https://hslc.gov.in
,,Haryana State Legal Services Authority,https://hslsa.gov.in
,,"Hidayatullah National Law University (HNLU), Raipur, Chhattisgarh",https://www.hnlu.ac.in
,,High Court of Kerala Recruitment,https://www.hckrecruitment.nic.in
,,High Courts Services,https://hcservices.ecourts.gov.in
,,Himachal Pradesh High Court,https://hphighcourt.nic.in
,,Himachal Pradesh State Judicial Academy,https://hpsja.nic.in
,,Himachal Pradesh State Legal Services Authority,https://hpslsa.nic.in
,,INDIA CODE-Text Base of all the Central Legislations,https://www.indiacode.nic.in
,,Income Tax Appellate Tribunal (ITAT),https://itat.gov.in
,,Indian Law Reports Kerala Series,https://ilrkerala.gov.in
,,Jammu and Kashmir High Court,https://jkhighcourt.nic.in
,,Jammu and Kashmir State Judicial Academy,https://jkja.nic.in
,,Jammu and Kashmir State Legal Service Authority,https://www.jkslsa.gov.in
,,"Jarbom Gamlin Government Law College, Arunachal Pradesh",https://jgglc.ac.in
,,Jharkhand High Court,https://jharkhandhighcourt.nic.in
,,Jharkhand State Legal Services Authority,https://www.jhalsa.org
,,Judicial Academy Jharkhand,https://jajharkhand.in
,,Judicial Academy for the States of Telangana and Andhra Pradesh,https://ja.tap.nic.in
,,"Judicial Academy, Assam",https://www.jaassam.gov.in
,,"Judicial Training & Research Institute, Uttar Pradesh",https://ijtr.nic.in
,,"Juvenile Justice Monitoring Committee, Patna High Court",https://patnahighcourt.gov.in/jjs
,,Karnataka Appellate Tribunal,https://kat.karnataka.gov.in
,,Karnataka High Court,https://karnatakajudiciary.kar.nic.in
,,"Karnataka Lokayukta, Karnataka",https://lokayukta.kar.nic.in
,,Karnataka State Legal Services Authority,https://kslsa.kar.nic.in
,,Kerala High Court,https://highcourtofkerala.nic.in
,,Kerala Judicial Academy,https://kja.gov.in
,,Kerala State Legal Services Authority,https://kelsa.gov.in
,,Kerala State Mediation and Conciliation Centre (KSMCC),https://www.ksmcc.org
,,"Kolkata Traffic Police, West Bengal",https://kolkatatrafficpolice.gov.in
,,Law Commission of India,https://lawcommissionofindia.nic.in
,,"Legal Metrology, Mizoram",https://metrology.mizoram.gov.in
,,"Legislative Council, Jammu and Kashmir",https://jkla.neva.gov.in
,,"Lok Ayukta, Kerala",https://lokayuktakerala.gov.in
,,"Lok Ayukta, Uttar Pradesh",https://lokayukta.up.nic.in
,,Lokayukta Jharkhand,https://lokayuktajharkhand.nic.in
,,"Lokayukta, Assam",https://assamlokayukta.gov.in
,,Lokpal Online-Digital Platform for Management of Complaints,https://lokpalonline.gov.in
,,Madhya Pradesh High Court,https://mphc.gov.in
,,Madhya Pradesh State Judicial Academy,https://mpsja.mphc.gov.in
,,Madhya Pradesh State Legal Services Authority (MPSLSA),https://mpslsa.gov.in
,,Madras High Court,https://www.hcmadras.tn.nic.in
,,Maharashtra Judicial Academy & Indian Mediation Centre & Training Institute,https://mja.gov.in
,,Maharashtra State Legal Services Aurhority,https://legalservices.maharashtra.gov.in
,,Manipur High Court,https://hcmimphal.nic.in
,,Manipur Judicial Academy,https://manipurja.nic.in
,,"Manipur State Legal Services Authority (MASLSA), Manipur",https://maslsa.nic.in
,,"Mediation Center, High Court of Punjab and Haryana",https://mediationcentrephhc.gov.in
,,Meghalaya High Court,https://meghalayahighcourt.nic.in
,,Meghalaya State Judicial Academy,https://meghsja.gov.in
,,Meghalaya State Legal Services Authority,https://mslsa.gov.in
,,Mizoram State Legal Services Authority,https://mizoslsa.mizoram.gov.in
,,"National Green Tribunal (NGT), New Delhi",https://www.greentribunal.gov.in
,,National Judicial Academy India,https://www.nja.gov.in
,,National Judicial Data Grid,https://njdg.ecourts.gov.in
,,"National Law Universities (NLU), Delhi",https://nludelhi.ac.in
,,"National Law University and Judicial Academy, Assam",https://www.nluassam.ac.in
,,"National Law University, Jodhpur",https://www.nlujodhpur.ac.in
,,"National Law University, Odisha (NLUO)",https://www.nluo.ac.in
,,National Legal Services Authority (NALSA),https://nalsa.gov.in
,,"National University of Advanced Legal Studies (NUALS), Kerala",https://www.nuals.ac.in
,,Nyayshruti,https://www.nyayshruti.nic.in
,,Odisha State Legal Services Authority,https://www.oslsa.in
,,"Office of the Advocate General, Madhya Pradesh",https://mpag.mp.gov.in
,,Online Grievance Management Portal of National Commission for Scheduled Castes,https://ncsc.negd.in
,,Orissa High Court,https://orissahighcourt.nic.in
,,Patna High Court,https://patnahighcourt.gov.in
,,Pro Bono Legal Services Programme and Nyaya Bandhu App,https://www.probono-doj.in/home/index
,,"Public Grievances Commission, Delhi",https://pgc.delhi.gov.in
,,"Punjab Prisons, Punjab",https://prisons.punjab.gov.in
,,Punjab State Legal Services Authority,https://pulsa.punjab.gov.in
,,Punjab and Haryana High Court,https://highcourtchd.gov.in
,,Railway Claims Tribunal (RCT),https://rct.indianrail.gov.in
,,Rajasthan Civil Services Appellate Tribunal,https://rcsat.rajasthan.gov.in
,,Rajasthan High Court,https://hcraj.nic.in
,,Rajasthan State Judicial Academy,https://rajasthanjudicialacademy.nic.in
,,Rajasthan State Legal Services Authority,https://rlsa.gov.in
,,"Rajiv Gandhi National University of Law (RGNUL), Punjab",https://rgnul.ac.in
,,Recruitment Portal of Madras High Court,https://www.mhc.tn.gov.in
,,Sikkim High Court,https://hcs.gov.in
,,Sikkim Judicial Academy,https://sikkimjudicialacademy.nic.in
,,Sikkim State Legal Services Authority,https://sikkimslsa.nic.in
